# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 18 12:14:25 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_pubdate:   Discovery Publication Date
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,discoverymethod,disc_year,disc_pubdate,disc_facility,st_mass,glat,glon,sy_dist
Kepler-511 b,Transit,2016,2016-05,Kepler,,19.61433,77.19174,651.9990000
Kepler-511 b,Transit,2016,2016-05,Kepler,0.96,19.61433,77.19174,651.9990000
Kepler-511 b,Transit,2016,2016-05,Kepler,0.94,19.61433,77.19174,651.9990000
Kepler-511 b,Transit,2016,2016-05,Kepler,1.12,19.61433,77.19174,651.9990000
Kepler-512 b,Transit,2016,2016-05,Kepler,1.16,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,1.16,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,0.95,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,1.16,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,1.06,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,1.17,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,1.19,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,0.95,10.85325,82.76100,467.3750000
Kepler-512 b,Transit,2016,2016-05,Kepler,0.95,10.85325,82.76100,467.3750000
Kepler-513 b,Transit,2016,2016-05,Kepler,0.92,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,1.02,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,1.06,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,1.04,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,0.99,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,0.99,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,1.06,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,1.06,19.14384,80.17765,468.2580000
Kepler-513 b,Transit,2016,2016-05,Kepler,0.99,19.14384,80.17765,468.2580000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.11,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.13,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.29,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.11,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.10,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.10,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.11,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.28,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,1.10,18.47594,80.62372,455.3360000
Kepler-514 b,Transit,2016,2016-05,Kepler,,18.47594,80.62372,455.3360000
Kepler-515 b,Transit,2016,2016-05,Kepler,,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,1.00,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,1.00,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,1.00,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,1.00,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,0.79,16.67180,83.42371,
Kepler-515 b,Transit,2016,2016-05,Kepler,0.90,16.67180,83.42371,
Kepler-516 b,Transit,2016,2016-05,Kepler,1.43,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.70,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.43,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.45,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.45,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.45,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.41,7.59194,72.79874,687.0940000
Kepler-516 b,Transit,2016,2016-05,Kepler,1.62,7.59194,72.79874,687.0940000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.87,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.99,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.99,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.86,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.86,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.91,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.95,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.86,10.10439,74.37632,289.9070000
Kepler-517 b,Transit,2016,2016-05,Kepler,0.99,10.10439,74.37632,289.9070000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.17,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.17,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.09,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.09,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,0.96,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.19,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.17,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,0.98,14.60317,72.27605,337.9010000
Kepler-518 b,Transit,2016,2016-05,Kepler,1.09,14.60317,72.27605,337.9010000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.90,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.92,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.92,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.90,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.89,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.90,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.92,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.91,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,0.94,6.44509,76.53669,246.6100000
Kepler-519 b,Transit,2016,2016-05,Kepler,,6.44509,76.53669,246.6100000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.58,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.54,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.63,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 b,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.58,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.54,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.63,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 c,Transit,2012,2013-01,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.66,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.63,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.56,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.58,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-52 d,Transit,2014,2014-03,Kepler,0.64,18.08721,80.47826,321.5420000
Kepler-520 b,Transit,2016,2016-05,Kepler,,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,1.13,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,1.13,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,1.10,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,1.14,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,1.13,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,1.03,10.58195,74.49539,623.9010000
Kepler-520 b,Transit,2016,2016-05,Kepler,,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,1.13,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,1.03,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,1.13,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,1.14,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,1.13,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,1.10,10.58195,74.49539,623.9010000
Kepler-520 c,Transit,2016,2016-05,Kepler,,10.58195,74.49539,623.9010000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.34,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.23,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.23,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.41,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.23,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.41,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.39,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.32,8.09036,78.61724,830.6380000
Kepler-521 b,Transit,2016,2016-05,Kepler,1.41,8.09036,78.61724,830.6380000
Kepler-522 b,Transit,2016,2016-05,Kepler,,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.28,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.28,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.27,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.27,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.54,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.28,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.49,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.34,14.95975,75.15464,639.2390000
Kepler-522 b,Transit,2016,2016-05,Kepler,1.27,14.95975,75.15464,639.2390000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.94,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.94,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.94,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.94,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.87,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.94,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.93,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.94,18.19117,75.41032,253.2950000
Kepler-523 b,Transit,2016,2016-05,Kepler,0.96,18.19117,75.41032,253.2950000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.05,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.09,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.04,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.05,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 b,Transit,2016,2016-05,Kepler,1.05,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.04,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.09,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.05,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.05,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-524 c,Transit,2016,2016-05,Kepler,1.03,11.78199,82.52933,1058.2400000
Kepler-525 b,Transit,2016,2016-05,Kepler,1.02,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,1.04,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,1.02,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,0.96,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,1.03,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,0.96,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,0.95,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,0.96,11.33166,80.68890,992.8520000
Kepler-525 b,Transit,2016,2016-05,Kepler,1.02,11.33166,80.68890,992.8520000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.13,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.17,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.02,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.13,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.02,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.15,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.02,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.13,10.47581,81.20460,666.1460000
Kepler-526 b,Transit,2016,2016-05,Kepler,1.13,10.47581,81.20460,666.1460000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.12,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.23,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.22,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.12,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.23,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.24,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.28,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.23,14.52651,79.12950,750.0400000
Kepler-527 b,Transit,2016,2016-05,Kepler,1.12,14.52651,79.12950,750.0400000
Kepler-528 b,Transit,2016,2016-05,Kepler,0.95,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,1.02,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,0.99,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,1.02,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,1.02,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,1.01,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,0.99,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,1.04,11.81075,80.88058,784.2300000
Kepler-528 b,Transit,2016,2016-05,Kepler,0.99,11.81075,80.88058,784.2300000
Kepler-529 b,Transit,2016,2016-05,Kepler,,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,1.13,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,0.98,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,0.98,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,1.00,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,0.98,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,,17.85951,78.21119,799.0080000
Kepler-529 b,Transit,2016,2016-05,Kepler,1.07,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,1.07,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,0.98,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,0.98,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,1.00,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,0.98,17.85951,78.21119,799.0080000
Kepler-529 c,Transit,2016,2016-05,Kepler,1.13,17.85951,78.21119,799.0080000
Kepler-53 b,Transit,2012,2013-01,Kepler,,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.03,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,0.98,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,0.98,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 b,Transit,2012,2013-01,Kepler,1.06,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,0.98,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.06,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,1.03,11.95055,72.60483,1366.0700000
Kepler-53 c,Transit,2012,2013-01,Kepler,0.98,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.03,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,0.98,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.00,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.06,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-53 d,Transit,2014,2014-03,Kepler,1.02,11.95055,72.60483,1366.0700000
Kepler-530 b,Transit,2016,2016-05,Kepler,,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,1.00,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,0.90,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,0.90,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,0.97,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,0.93,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,0.90,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,1.01,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,1.01,19.68363,78.26085,457.7090000
Kepler-530 b,Transit,2016,2016-05,Kepler,1.01,19.68363,78.26085,457.7090000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.78,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.75,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.72,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.72,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.72,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.72,17.75311,79.15824,252.7620000
Kepler-531 b,Transit,2016,2016-05,Kepler,0.77,17.75311,79.15824,252.7620000
